08-13 15:28 drqa.retriever.tfidf_doc_ranker INFO     Loading /work/mithunpaul/fever/my_fork/fever-baselines/data/index/fever-tfidf-ngram=2-hash=16777216-tokenizer=simple.npz
08-13 15:28 root         DEBUG    Directed by Andrew Stanton with co-direction by Angus MacLane , the screenplay was written by Stanton and Victoria Strouse . Andrew Stanton -LRB- born December 3 , 1965 -RRB- is an American film director , screenwriter , producer and voice actor based at Pixar .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Morse Code is communication .
08-13 15:28 root         DEBUG    In an emergency , Morse code can be sent by improvised methods that can be easily `` keyed '' on and off , making it one of the simplest and most versatile methods of telecommunication .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Most of Ripon College 's student body die on campus .
08-13 15:28 root         DEBUG    As of 2015 , Ripon College 's student body stood at around 840 , the majority of whom live on campus .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Bessie Smith was married on April 15 , 1894 .
08-13 15:28 root         DEBUG    Bessie Smith -LRB- April 15 , 1894 -- September 26 , 1937 -RRB- was an American blues singer .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Speech recognition incorporates knowledge and research into multiple fields .
08-13 15:28 root         DEBUG    It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields . Linguistics is the scientific study of language , and involves an analysis of language form , language meaning , and language in context .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Anne Sullivan was born in April of 1866 .
08-13 15:28 root         DEBUG    Johanna Mansfield Sullivan Macy -LRB- April 14 , 1866 -- October 20 , 1936 -RRB- , better known as Anne Sullivan , was an American teacher , best known for being the instructor and lifelong companion of Helen Keller .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Aleister Crowley was born on June 12 , 1875 .
08-13 15:28 root         DEBUG    Aleister Crowley -LRB- -LSB- ˈkroʊli -RSB- born Edward Alexander Crowley ; 12 October 1875 -- 1 December 1947 -RRB- was an English occultist , ceremonial magician , poet , painter , novelist , and mountaineer .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In 1986 , Tatum O'Neal got married .
08-13 15:28 root         DEBUG    In 1986 , O'Neal married professional tennis player John McEnroe , with whom she had three children .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Sean Penn was in a movie .
08-13 15:28 root         DEBUG    Following his film debut in the drama Taps -LRB- 1981 -RRB- and a diverse range of film roles in the 1980s , including Fast Times at Ridgemont High -LRB- 1982 -RRB- , Penn garnered critical attention for his roles in the crime dramas At Close Range -LRB- 1986 -RRB- , State of Grace -LRB- 1990 -RRB- , and Carlito 's Way -LRB- 1993 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Water is part of the History of Earth .
08-13 15:28 root         DEBUG    Over time , the Earth cooled , causing the formation of a solid crust , and allowing liquid water to exist on the surface .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Jewell is best known for her song `` Harvest for the World . ''
08-13 15:28 root         DEBUG    She is best known for her song , `` Love or Lust , '' featured in Bill Duke 's film , Deep Cover , as well as for singing choruses to many classic West Coast rap songs such as Snoop Dogg 's `` Gin and Juice '' and Dr. Dre 's `` Let Me Ride '' .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Martin Van Buren was Secretary of State .
08-13 15:28 root         DEBUG    A member of the Democratic Party , he served in a number of other senior roles , including eighth Vice President -LRB- 1833 -- 37 -RRB- and tenth Secretary of State -LRB- 1829 -- 31 -RRB- , both under Andrew Jackson .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    T2 Trainspotting is a 2017 British comedy drama book .
08-13 15:28 root         DEBUG    T2 Trainspotting is a 2017 British comedy drama film , set in and around Edinburgh , Scotland .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Darwin is the location where production of Australia -LRB- 2008 film -RRB- took place .
08-13 15:28 root         DEBUG    Production took place in Sydney , Darwin , Kununurra , and Bowen .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    DreamWorks Animation produced Trollhunters .
08-13 15:28 root         DEBUG    Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Rupert Murdoch is the Chairman of FOX News .
08-13 15:28 root         DEBUG    Murdoch thus had full control as Chairman and CEO of global media holding company News Corporation , now the world 's second-largest media conglomerate , and its successors , News Corp and 21st Century Fox , after the conglomerate split on 28 June 2013 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Gal Gadot was ranked behind Esti Ginzburg for highest earning actress/models in Israel .
08-13 15:28 root         DEBUG    In 2013 she was ranked as the second highest earning actress/models in Israel , behind Bar Refaeli , but ahead of Esti Ginzburg and Shlomit Malka , with the majority of her income coming from acting .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The CONCACAF Champions League is rarely organized by CONCACAF .
08-13 15:28 root         DEBUG    The CONCACAF Champions League is an annual continental football club competition organized by CONCACAF for the top football clubs in North America , Central America and the Caribbean .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Poseidon grossed less than $ 1 million at the worldwide box office .
08-13 15:28 root         DEBUG    Poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995 .
08-13 15:28 root         DEBUG    The award was first given during the 1996 ceremony and since its conception , Omar Epps and Joe Morton hold the record for the most wins with three each .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Francis I of France was a king .
08-13 15:28 root         DEBUG    Francis I -LRB- François Ier -RRB- -LRB- 12 September 1494 -- 31 March 1547 -RRB- was the first King of France from the Angoulême branch of the House of Valois , reigning from 1515 until his death .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Lemmy had a distinct gravelly voice that made him known .
08-13 15:28 root         DEBUG    He was known for his appearance -LRB- including his friendly mutton chops -RRB- , his distinctive gravelly voice and distinctive bass playing style .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Global warming threatens food security .
08-13 15:28 root         DEBUG    Effects significant to humans include the threat to food security from decreasing crop yields and the abandonment of populated areas due to rising sea levels .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Baz Luhrmann 's film Australia stars Nicole Kidman .
08-13 15:28 root         DEBUG    His 2008 film Australia is an epic historical romantic drama film starring Hugh Jackman and Nicole Kidman .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Folklore includes proverbs .
08-13 15:28 root         DEBUG    These include oral traditions such as tales , proverbs and jokes .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    First Motion Picture Unit produced zero training films .
08-13 15:28 root         DEBUG    It produced more than 400 propaganda and training films , which were notable for being informative as well as entertaining .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Rick Yune was on a tv series with Marco Polo .
08-13 15:28 root         DEBUG    He was part of the main cast of the Netflix original series Marco Polo until the series was cancelled on December 12 , 2016 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Trollhunters is computer-animated .
08-13 15:28 root         DEBUG    Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Shane McMahon officially retired on the first day of 2010 .
08-13 15:28 root         DEBUG    He later became CEO of entertainment service company YOU On Demand in late 2010 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Finding Dory was directed by someone .
08-13 15:28 root         DEBUG    Directed by Andrew Stanton with co-direction by Angus MacLane , the screenplay was written by Stanton and Victoria Strouse .
08-13 15:28 root         DEBUG    gold:SUPPORTS
